"Time","count_ ACOM Azure Website","count_ App Service","count_ Azure Portal","count_ Common Data Service","count_ Graph explorer (official site)","count_ HubSpot Sales","count_ Microsoft App Access Panel","count_ Microsoft AppSource","count_ Microsoft Authentication Broker","count_ Microsoft Docs","count_ Microsoft Office","count_ Microsoft Office Web Apps Service","count_ Microsoft Power Query for Excel","count_ Microsoft Storefronts","count_ Microsoft Teams","count_ Microsoft Teams Web Client","count_ O365 Suite UX","count_ Office 365 Exchange Online","count_ Office 365 SharePoint Online","count_ Office.com","count_ Office365 Shell WCSS-Client","count_ Outlook Mobile","count_ Unknown"
2021-11-11 11:11:11,19,3,13,1,1,4,3,2,9,1,19,11,1,2,22,15,1,677,34,1,6,5,1
