"Time","Logins Android","Logins Ios","Logins MacOs","Logins OSX","Logins Other","Logins Windows 10","Logins Windows 8.1","Logins iOS 12","Logins iOS 14"
2021-11-11 11:11:11,2,665,55,31,5,43,36,3,11
