 "Time","count_ ACOM Azure Website","count_ App Service","count_ Azure Data Factory","count_ Azure Data Studio","count_ Azure Portal","count_ Bing","count_ CRM Power BI Integration","count_ Common Data Service","count_ Graph explorer (official site)","count_ HubSpot Sales","count_ Microsoft 365 Security and Compliance Center","count_ Microsoft 365 Support Service","count_ Microsoft App Access Panel","count_ Microsoft AppSource","count_ Microsoft Azure CLI","count_ Microsoft Docs","count_ Microsoft Office","count_ Microsoft Office 365 Portal","count_ Microsoft Office Web Apps Service","count_ Microsoft Partner","count_ Microsoft Power Query for Excel","count_ Microsoft Storefronts","count_ Microsoft Teams","count_ Microsoft Teams Web Client","count_ Microsoft Todo web app ","count_ O365 Suite UX","count_ OCP MPN Portal","count_ Office 365 Exchange Online","count_ Office 365 SharePoint Online","count_ Office Online Add-in SSO","count_ Office Online Augmentation Loop SSO","count_ Office Online Client AAD- Augmentation Loop","count_ Office Online Client AAD- Loki","count_ Office Online Search","count_ Office.com","count_ Office365 Shell WCSS-Client","count_ OfficeShredderWacClient","count_ Outlook Mobile","count_ Power BI Desktop","count_ Power Platform Admin Center","count_ PowerApps","count_ PowerApps - apps.powerapps.com","count_ SNOW-Incidents","count_ SharePoint Online Web Client Extensibility","count_ Visual Studio","count_ Vortex [wsfed enabled]","count_ WindowsDefenderATP Portal","count_ make.powerapps.com"
2021-11-11 11:11:11,334,3,5,2,218,2,2,2,60,9,2,2,10,3,1,66,32,7,8,6,1,6,11,54,2,4,10,27,44,3,1,2,1,2,14,98,5,27,1,7,9,14,2,11,1,32,1,1
