"Approved","ClientInstallError","CriticalOrSecurityUpdatesNotApproved","Declined","Needed","NotApproved","TotalUpdates","UpdatesNeedingFiles","UpdatesToDate"
29,0,18070,1047,0,30655,31731,0,2904

